Source;Target;Year
COSTA Gerferson Damasceno;SPINK Mary Jane;2018
DIAS Claudio Jose Piotrovski;SPINK Mary Jane;2012
MAIA Renata Santos;SPINK Mary Jane;2020
MARIUSSO Victor Hugo da Silva Gomes;SPINK Mary Jane;2015
NASCIMENTO Dilene Raimundo;SPINK Mary Jane;1999
NASCIMENTO Renan de Souza;SPINK Mary Jane;2022
NOGUEIRA Joanna Ribeiro;SPINK Mary Jane;2016
RIBAS Jorge Luiz Teixeira;SPINK Mary Jane;2018
SANTOS Patricia Lessa dos;SPINK Mary Jane;2007
SELEM Maria Celia Orlato;SPINK Mary Jane;2007
AGUIAR Juno Nedel Mendes de;SPIVAK Gayatri ;2020
BATISTA Leticia Emilia;SPIVAK Gayatri ;2020
NUNES Kauan Amora;SPIVAK Gayatri ;2019
SANTOS Patricia Lessa dos;SPIVAK Gayatri ;2007
SILVA Jaine Chianca da;SPIVAK Gayatri ;2021
SILVA Natanael de Freitas;SPIVAK Gayatri ;2017
VASCONCELOS Osvaldo;SPIVAK Gayatri ;2022
VIEIRA Adriana Fraga;SPIVAK Gayatri ;2020
AZEVEDO Gleice LInhares de;STAM Robert;2022
BARBOSA Camila Nadedja Teixeira;STAM Robert;2019
GALLINA Justina Franchi;STAM Robert;2008
MAIA Renata Santos;STAM Robert;2020
OLIVEIRA Rosana Medeiros de;STAM Robert;2011
AZEVEDO Rafaela Costa de;STARLING Heloisa Murgel ;2020
BRITO Alexandre Magno Maciel Costa e;STARLING Heloisa Murgel ;2016
GONCALVES Alisson;STARLING Heloisa Murgel ;2022
OLIVEIRA Estevao Silva de;STARLING Heloisa Murgel ;2020
PEREIRA Joao Lenon Siqueira;STARLING Heloisa Murgel ;2020
ROCHA Cassio Bruno de Araujo;STARLING Heloisa Murgel ;2021
SILVA Aline Nawara Cintra;STARLING Heloisa Murgel ;2022
SILVA Redson dos Santos;STARLING Heloisa Murgel ;2016
SOBRAL Thasio Fernandes;STARLING Heloisa Murgel ;2019
TAVOLARO José Eduardo Matos;STARLING Heloisa Murgel ;2020
JESUS Iara da Silva;STEARNS Peter N ;2019
ANDRADE Marciano Vieira;STEARNS Peter N ;2015
CARVALHO Marilia Miranda Alves;STEARNS Peter N ;2020
FLAUAUS Vinicius Melo;STEARNS Peter N ;2018
LIMA Wallas Jefferson de;STEARNS Peter N ;2014
MARTINELLI Leonardo da Silva;STEARNS Peter N ;2019
NUNES Anderson Cruz;STEARNS Peter N ;2017
SILVA Natanael de Freitas;STEARNS Peter N ;2022
SOUSA Luana Neres de;STEARNS Peter N ;2013
KIBUUKA Brian Gordon Lutalo;STEHLE Eva ;2021
LEITE Letticia Batista Rodrigues;STEHLE Eva ;2009
ROMERO Sheila R;STEHLE Eva ;2008
AZEVEDO Ciro Linhares de;STEINBERG Shirley ;2015
MARANHAO Du Flor Meinberg;STEINBERG Shirley ;2015
NOGUEIRA Joanna Ribeiro;STEINBERG Shirley ;2016
ROSSELLI Gabriela Brum;STEINBERG Shirley ;2018
AMARILLO Claudia Patricia Rivera;STEPAN Nancy Leys ;2012
BELMONTE Pilar Rodriguez;STEPAN Nancy Leys ;2009
LIMA Rodrigo Ramos;STEPAN Nancy Leys ;2016
OLIVEIRA JR Alcidesio de;STEPAN Nancy Leys ;2012
SANTOS Fernanda Cassia dos;STEPAN Nancy Leys ;2012
LIMA Rodrigo Ramos;STERN Alexandra;2016
TOLEDO Eliza Teixeira de;STERN Alexandra;2015
AFONSO Ana Paula Jardim Martins;STEVENS Cristina Maria Teixeira ;2016
BRANDÃO Renata Rodrigues ;STEVENS Cristina Maria Teixeira ;2015
COSTA Gerferson Damasceno;STEVENS Cristina Maria Teixeira ;2018
MAIA Renata Santos;STEVENS Cristina Maria Teixeira ;2020
MARIUSSO Victor Hugo da Silva Gomes;STEVENS Cristina Maria Teixeira ;2015
SILVA Daniel Henrique de Oliveira;STEVENS Cristina Maria Teixeira ;2016
TOLEDO Eliza Teixeira de;STEVENS Cristina Maria Teixeira ;2015
VIEIRA Kyara Maria de Almeida;STEVENS Cristina Maria Teixeira ;2014
ARAÚJO JR José Carlos;STOLLER Robert ;2006
MAIA Renata Santos;STOLLER Robert ;2020
NOGUEIRA Joanna Ribeiro;STOLLER Robert ;2016
SILVA Redson dos Santos;STOLLER Robert ;2016
GODOY Fabricio Sparvoli;STRATHERN Marylin ;2022
SILVA Natanael de Freitas;STRATHERN Marylin ;2022
SILVA Natanael de Freitas;STRATHERN Marylin ;2017
FERREIRA Matheus Yago Gomes;STREY Marlene Neves ;2019
MACAO Izabel Rizzi;STREY Marlene Neves ;2022
SILVA Fabio Ronaldo da;STREY Marlene Neves ;2010
SILVA Lauri Miranda;STREY Marlene Neves ;2015
SILVA Tiago Vidal da;STREY Marlene Neves ;2022
AGUIAR Juno Nedel Mendes de;STRYKER Susan;2020
CANABARRO Ronald;STRYKER Susan;2015
OLIVEIRA Augusta da Silveira de;STRYKER Susan;2018
PAIVA Ludmila Soares;STRYKER Susan;2022
SANTOS Rafael Franca Goncalves dos;STRYKER Susan;2018
TEDESCO Caio de Souza;STRYKER Susan;2022
AMARAL Darwin Santiago;SULLIVAN Andrew ;2003
BANDEIRA Marcio Leopoldo Gomes;SULLIVAN Andrew ;2006
FLAUAUS Vinicius Melo;SULLIVAN Andrew ;2018
SILVA Claudio Roberto da;SULLIVAN Andrew ;1998
VITIELLO Gabriel Natal Botelho;SULLIVAN Andrew ;2009
AMARAL Darwin Santiago;SUPLICY Marta ;2003
MAIOR JR Paulo Roberto Souto;SUPLICY Marta ;2019
PIACSEK Eduardo Guilherme;SUPLICY Marta ;2014
PEREIRA Romulo Medeiros;SUSSEKIND Flora ;2013
SANTOS Fernanda Cassia dos;SUSSEKIND Flora ;2012
CUEVAS Clara Eliana;SUTHERLAND Juan Pablo ;2015
MAIA Renata Santos;SUTHERLAND Juan Pablo ;2020
REIS Rachel Correia Lima;SUTTON JR Robert F ;2002
ROMERO Sheila R;SUTTON JR Robert F ;2008
SANTOS Daniel Barbosa dos;SUTTON JR Robert F ;2009
SOUSA Luana Neres de;SUTTON JR Robert F ;2013
REIS Rachel Correia Lima;SVENBRO Jesper;2002
SOUSA Luana Neres de;SVENBRO Jesper;2013
AFONSO Ana Paula Jardim Martins;SWAIN Tânia Navarro;2016
BACH Luanna Fernanda da Cruz;SWAIN Tânia Navarro;2020
BARBOSA Camila Nadedja Teixeira;SWAIN Tânia Navarro;2019
BATISTA Leticia Emilia;SWAIN Tânia Navarro;2020
BRANDÃO Renata Rodrigues ;SWAIN Tânia Navarro;2015
COSTA Gerferson Damasceno;SWAIN Tânia Navarro;2018
DAVI Edmar Henrique D ;SWAIN Tânia Navarro;2004
DEPIERI Caroline Stefany;SWAIN Tânia Navarro;2013
DIAS Claudio Jose Piotrovski;SWAIN Tânia Navarro;2012
DONINI Barbara Brognoli;SWAIN Tânia Navarro;2021
FRANCA Nayla Flavianne Borges Carvalho;SWAIN Tânia Navarro;2022
GALLINA Justina Franchi;SWAIN Tânia Navarro;2008
GOMES Aline Ferreira;SWAIN Tânia Navarro;2017
GOMES Elisa Mariana de Medeiros Nobrega;SWAIN Tânia Navarro;2007
GOMES Fabio da Silva;SWAIN Tânia Navarro;2018
JESUS Cassiano Celestino;SWAIN Tânia Navarro;2020
KUMPERA Julia Aleksandra Martucci;SWAIN Tânia Navarro;2021
MAIA Renata Santos;SWAIN Tânia Navarro;2020
MAIOR JR Paulo Roberto Souto;SWAIN Tânia Navarro;2019
MAIOR JR Paulo Roberto Souto;SWAIN Tânia Navarro;2015
MARANHAO Du Flor Meinberg;SWAIN Tânia Navarro;2015
MARIUSSO Victor Hugo da Silva Gomes;SWAIN Tânia Navarro;2015
MEDEIROS Talita Goncalves;SWAIN Tânia Navarro;2015
NASCIMENTO Renan de Souza;SWAIN Tânia Navarro;2022
NOGUEIRA Joanna Ribeiro;SWAIN Tânia Navarro;2016
NOGUEIRA Nadia Cristina;SWAIN Tânia Navarro;2005
OLIVEIRA Rosana Medeiros de;SWAIN Tânia Navarro;2011
PEREIRA Veronica Figueiredo;SWAIN Tânia Navarro;2022
ROCHA Cassio Bruno de Araujo;SWAIN Tânia Navarro;2021
RODRIGUES Rita de Cassia Colaco;SWAIN Tânia Navarro;2012
SANTOS Patricia Lessa dos;SWAIN Tânia Navarro;2007
SANTOS Rafael Franca Goncalves dos;SWAIN Tânia Navarro;2018
SELEM Maria Celia Orlato;SWAIN Tânia Navarro;2007
SILVA Aline Nawara Cintra;SWAIN Tânia Navarro;2022
SILVA Camila Diane;SWAIN Tânia Navarro;2015
SILVA Daniel Henrique de Oliveira;SWAIN Tânia Navarro;2016
SILVA Gustavo Henrique Ramos;SWAIN Tânia Navarro;2018
SILVA Jaine Chianca da;SWAIN Tânia Navarro;2021
SILVA Laercio Theodoro da;SWAIN Tânia Navarro;2012
SILVA Natanael de Freitas;SWAIN Tânia Navarro;2022
SILVA Natanael de Freitas;SWAIN Tânia Navarro;2017
SOARES Bruno Cesar Brulon;SWAIN Tânia Navarro;2019
SOUZA Mariana Barbosa;SWAIN Tânia Navarro;2022
TOLEDO Eliza Teixeira de;SWAIN Tânia Navarro;2015
VERAS Elias Ferreira;SWAIN Tânia Navarro;2015
VIANA JR Mario Martins;SWAIN Tânia Navarro;2013
VIEIRA Kyara Maria de Almeida;SWAIN Tânia Navarro;2014
GOMES Elisa Mariana de Medeiros Nobrega;SYRKIS Alfredo ;2007
PEREIRA Romulo Medeiros;SYRKIS Alfredo ;2013
SOUSA NETO Miguel Rodrigues de;SYRKIS Alfredo ;2005
CORREA Ester Candida;SZWAKO José Eduardo;2018
CUEVAS Clara Eliana;SZWAKO José Eduardo;2015
GOMES JR João;SZWAKO José Eduardo;2019
MARTINELLI Leonardo da Silva;SZWAKO José Eduardo;2019
PAIVA Ludmila Soares;SZWAKO José Eduardo;2022
VASCONCELOS Osvaldo;SZWAKO José Eduardo;2022
DALLASTA Rodrigo Bonatto;SZWARCWALD Célia Landmann ;2021
DIAS Claudio Jose Piotrovski;SZWARCWALD Célia Landmann ;2012
RAMOS Lissandra Queiroga;SZWARCWALD Célia Landmann ;2016
SILVA Sandro Coutinho da;SZWARCWALD Célia Landmann ;2022
SOUZA Italo Cristiano Silva e;SZWARCWALD Célia Landmann ;2014
ZAQUIEU Ana Paula Vianna;SZWARCWALD Célia Landmann ;2002
AZEVEDO Ciro Linhares de;TALBURT Suzan ;2015
MARANHAO Du Flor Meinberg;TALBURT Suzan ;2015
NOGUEIRA Joanna Ribeiro;TALBURT Suzan ;2016
ANDRADE Marciano Vieira;TAMAGNE Florence ;2015
DALLASTA Rodrigo Bonatto;TAMAGNE Florence ;2021
GOMES Aline Ferreira;TAMAGNE Florence ;2017
MAIOR JR Paulo Roberto Souto;TAMAGNE Florence ;2015
MAIOR JR Paulo Roberto Souto;TAMAGNE Florence ;2019
RODRIGUES Rita de Cassia Colaco;TAMAGNE Florence ;2012
SILVA Natanael de Freitas;TAMAGNE Florence ;2022
SOARES Bruno Cesar Brulon;TAMAGNE Florence ;2019
SOUSA Luana Neres de;TANNERY Paul ;2008
SOUSA Luana Neres de;TANNERY Paul ;2013
CANABARRO Ronald;TAQUES Fernando José ;2015
QUEIROZ Igor Henrique Lopes de;TAQUES Fernando José ;2014
COSTA NETO Olavio Bento;TAQUETTE Stella;2020
NASCIMENTO Cicera Maria castro do;TAQUETTE Stella;2021
SOUSA Luana Neres de;TARNAS Richard ;2013
SOUSA Luana Neres de;TARNAS Richard ;2008
PEREIRA Cristiane dos Santos;TATIT Luiz ;2010
SILVA Laercio Theodoro da;TATIT Luiz ;2012
MARTINS Carla Cristina Siqueira;TATSCH Flávia Galli ;2020
RIBEIRO JR Benedito Inacio;TATSCH Flávia Galli ;2016
GOMES Veronica de Jesus;TAVARES Célia Cristina;2010
SILVA Ronaldo Manoel da;TAVARES Célia Cristina;2018
AMARAL Darwin Santiago;TAYLOR Timothy ;2003
CANABARRO Ronald;TAYLOR Timothy ;2015
SANTOS Patricia Lessa dos;TAYLOR Verta;2007
SELEM Maria Celia Orlato;TAYLOR Verta;2007
BARRETO Juliano Bezerra de Menezes;TEDESCHI Losandro Antonio;2020
FRANCA Nayla Flavianne Borges Carvalho;TEDESCHI Losandro Antonio;2022
LEAL Camilla;TEDESCHI Losandro Antonio;2018
LIMA Michele Pires;TEDESCHI Losandro Antonio;2021
MACAO Izabel Rizzi;TEDESCHI Losandro Antonio;2022
MAIA Renata Santos;TEDESCHI Losandro Antonio;2020
MARTINELLI Leonardo da Silva;TEDESCHI Losandro Antonio;2019
NASCIMENTO Renan de Souza;TEDESCHI Losandro Antonio;2022
PEREIRA Joao Lenon Siqueira;TEDESCHI Losandro Antonio;2020
ROCHA Cassio Bruno de Araujo;TEDESCHI Losandro Antonio;2021
SILVA Natanael de Freitas;TEDESCHI Losandro Antonio;2022
TEDESCO Caio de Souza;TEDESCHI Losandro Antonio;2022
BARRETO Juliano Bezerra de Menezes;TEDESCO Caio de Souza;2020
CARVALHO Mozart Matheus de Andrade;TEDESCO Caio de Souza;2022
SILVA Tiago Vidal da;TEDESCO Caio de Souza;2022
LORENZONI Andre Luis;TEDESCO João Carlos ;2014
MARTINELLI Leonardo da Silva;TEDESCO João Carlos ;2019
BARBOSA Camila Nadedja Teixeira;TEDESCO Marina Cavalcanti ;2019
DONINI Barbara Brognoli;TEDESCO Marina Cavalcanti ;2021
BANDEIRA Marcio Leopoldo Gomes;TEICH Mikulas ;2006
NOGUEIRA Nadia Cristina;TEICH Mikulas ;2005
TOLEDO Eliza Teixeira de;TEICH Mikulas ;2015
BACH Luanna Fernanda da Cruz;TEIXEIRA Faustino;2020
MOTA Frederico Alves;TEIXEIRA Faustino;2013
SOLEDADE Alisson Cruz;TEIXEIRA Faustino;2022
BARRETO Juliano Bezerra de Menezes;TEIXEIRA FILHO Fernando Silva ;2020
QUEIROZ Marcos Tadeu Pereira de;TEIXEIRA FILHO Fernando Silva ;2019
SANTOS Leonardo Stabele;TEIXEIRA FILHO Fernando Silva ;2022
SILVA Aline Nawara Cintra;TEIXEIRA FILHO Fernando Silva ;2022
AZEVEDO Ciro Linhares de;TEIXEIRA Flávia do Bonsucesso;2015
LEITE Isadora Damasceno Ribeiro;TEIXEIRA Flávia do Bonsucesso;2017
MARANHAO Du Flor Meinberg;TEIXEIRA Flávia do Bonsucesso;2015
OLIVEIRA Augusta da Silveira de;TEIXEIRA Flávia do Bonsucesso;2018
PAIVA Ludmila Soares;TEIXEIRA Flávia do Bonsucesso;2022
SANTOS Rafael Franca Goncalves dos;TEIXEIRA Flávia do Bonsucesso;2018
DIAS Claudio Jose Piotrovski;TEIXEIRA Luiz Antônio ;2012
HENRIQUES Adolfo Veiller Souza;TEIXEIRA Luiz Antônio ;2021
LEAL Camilla;TEIXEIRA Luiz Antônio ;2018
LIMA Ana Claudia Teixeira de;TEIXEIRA Luiz Antônio ;2019
LIMA Rodrigo Ramos;TEIXEIRA Luiz Antônio ;2016
MACHADO José Wellington de Oliveira Machado;TEIXEIRA Luiz Antônio ;2021
SILVA Sandro Coutinho da;TEIXEIRA Luiz Antônio ;2022
VIEIRA Kyara Maria de Almeida;TEIXEIRA Luiz Antônio ;2014
AGUIAR JR Fernando Domingos de;TEIXEIRA Paulo Roberto ;2016
DALLASTA Rodrigo Bonatto;TEIXEIRA Paulo Roberto ;2021
DIAS Claudio Jose Piotrovski;TEIXEIRA Paulo Roberto ;2012
OLIVEIRA Augusta da Silveira de;TEIXEIRA Paulo Roberto ;2018
SANTOS Paulo Henrique Souza dos;TEIXEIRA Paulo Roberto ;2022
SILVA Sandro Coutinho da;TEIXEIRA Paulo Roberto ;2022
JATOBA Icaro;TELES Amelinha ;2021
KUMPERA Julia Aleksandra Martucci;TELES Amelinha ;2021
SILVA Jaine Chianca da;TELES Amelinha ;2021
BATISTA Ana Cecilia Pereira;TELES Maria Amélia de Almeida;2021
BATISTA Leticia Emilia;TELES Maria Amélia de Almeida;2020
RODRIGUES Rita de Cassia Colaco;TELES Maria Amélia de Almeida;2012
SILVA Jaine Chianca da;TELES Maria Amélia de Almeida;2021
SOUSA NETO Miguel Rodrigues de;TELES Maria Amélia de Almeida;2011
TAVOLARO José Eduardo Matos;TELES Maria Amélia de Almeida;2020
BARBOSA Camila Nadedja Teixeira;TELLES Norma;2019
SANTOS Fernanda Cassia dos;TELLES Norma;2012
VIEIRA Kyara Maria de Almeida;TELLES Norma;2014
AGUIAR JR Fernando Domingos de;TEODORESCU Lindinalva Laurindo ;2016
SANTOS Paulo Henrique Souza dos;TEODORESCU Lindinalva Laurindo ;2022
SILVA Sandro Coutinho da;TEODORESCU Lindinalva Laurindo ;2022
SILVA Natanael de Freitas;TEÓFILO Magno Cézar Carvalho ;2017
SILVA Natanael de Freitas;TEÓFILO Magno Cézar Carvalho ;2022
ARAÚJO João Diogo Trindade Cordeiro ;TERTO JR Veriano;2018
BELMONTE Pilar Rodriguez;TERTO JR Veriano;2009
COSTA Rogério da Silva Martins da ;TERTO JR Veriano;2010
DIAS Claudio Jose Piotrovski;TERTO JR Veriano;2012
HENRIQUES Adolfo Veiller Souza;TERTO JR Veriano;2021
MEDEIROS Talita Goncalves;TERTO JR Veriano;2015
MEDEIROS Tiago Vidal;TERTO JR Veriano;2020
SANTOS Paulo Henrique Souza dos;TERTO JR Veriano;2022
SANTOS Rafael Franca Goncalves dos;TERTO JR Veriano;2018
SILVA Sandro Coutinho da;TERTO JR Veriano;2022
SOUSA NETO Miguel Rodrigues de;TERTO JR Veriano;2011
ZAQUIEU Ana Paula Vianna;TERTO JR Veriano;2002
VASCONCELOS Osvaldo;TERUYA Marisa Tayra ;2022
VIEIRA Kyara Maria de Almeida;TERUYA Marisa Tayra ;2014
ARRUDA Guilherme Lima de Arruda;TÉTART Philippe;2020
FERREIRA Matheus Yago Gomes;TÉTART Philippe;2019
GOMES Elisa Mariana de Medeiros Nobrega;TÉTART Philippe;2007
GOMES Mauricio Pereira;TÉTART Philippe;2014
NASCIMENTO Cicera Maria castro do;TÉTART Philippe;2021
NOGUEIRA Joanna Ribeiro;TÉTART Philippe;2016
PEREIRA Veronica Figueiredo;TÉTART Philippe;2022
RAMOS Lissandra Queiroga;TÉTART Philippe;2016
KIBUUKA Brian Gordon Lutalo;THEIN Karel ;2021
SOUSA Luana Neres de;THEIN Karel ;2013
CORDEIRO Luiz Henrique Bonifacio;THEML Neyde;2015
KIBUUKA Brian Gordon Lutalo;THEML Neyde;2021
REIS Rachel Correia Lima;THEML Neyde;2002
RIBEIRO JR Benedito Inacio;THEML Neyde;2016
ROMERO Sheila R;THEML Neyde;2008
SOUSA Luana Neres de;THEML Neyde;2008
SOUSA Luana Neres de;THEML Neyde;2013
VIANNA Eliza da Silva;THEML Neyde;2014
GUIMARAES Celeste Azenha;THOMAS Keith;1994
PETERS Carlos Eduardo Marotta;THOMAS Keith;2010
LIMA Wallas Jefferson de;THOMASSET Claude ;2021
ROCHA Cassio Bruno de Araujo;THOMASSET Claude ;2021
BANDEIRA Marcio Leopoldo Gomes;THOMPSON Edward Palmer ;2006
CORREA Ester Candida;THOMPSON Edward Palmer ;2018
GOMES JR João;THOMPSON Edward Palmer ;2019
JESUS Cassiano Celestino;THOMPSON Edward Palmer ;2020
LIRA Jefferson Maciel;THOMPSON Edward Palmer ;2022
MEDEIROS Lucas;THOMPSON Edward Palmer ;2022
NASCIMENTO Álvaro Pereira;THOMPSON Edward Palmer ;2002
OCANHA Rafael Freitas;THOMPSON Edward Palmer ;2014
OLIVEIRA JR Alcidesio de;THOMPSON Edward Palmer ;2012
SILVA Claudielle Pavão da;THOMPSON Edward Palmer ;2016
SILVA Clodoaldo Oliveira;THOMPSON Edward Palmer ;2021
SILVA Tiago Vidal da;THOMPSON Edward Palmer ;2022
SILVEIRA Guilherme Pontes;THOMPSON Edward Palmer ;2021
SOUSA NETO Miguel Rodrigues de;THOMPSON Edward Palmer ;2011
VASCONCELOS Osvaldo;THOMPSON Edward Palmer ;2022
ZAQUIEU Ana Paula Vianna;THOMPSON Edward Palmer ;2002
BARATA Germana Fernandes;THOMPSON John B;2006
MOTA Frederico Alves;THOMPSON John B;2013
SALDANHA Rafael Araujo;THOMPSON John B;2010
GIMENEZ Mariana Quadros;THOMPSON John B;2015
MAIOR JR Paulo Roberto Souto;THOMPSON John B;2019
MARIUSSO Victor Hugo da Silva Gomes;THOMPSON John B;2015
MARTINELLI Leonardo da Silva;THOMPSON John B;2019
MONTEIRO Johnnatan David Bia;THOMPSON Paul;2017
SANTOS Helio Secretario dos;THOMPSON Paul;2013
SELEM Maria Celia Orlato;THOMPSON Paul;2007
SILVA Claudio Roberto da;THOMPSON Paul;1998
BRANDAO Fagner Alves Moreira;THOMPSON Paul;2021
LORENZONI Andre Luis;THOMPSON Paul;2014
OLIVEIRA JR Alcidesio de;THOMPSON Paul;2012
SANTOS Patricia Lessa dos;THOMPSON Paul;2007
SILVA Jefferson Luiz Balbino Lourenço da;THOMPSON Paul;2019
SILVA Josean Ricardo de Souza e;THOMPSON Paul;2018
DAVI Edmar Henrique D ;THOMSON Alistair ;2004
SILVA Jefferson Luiz Balbino Lourenço da;THOMSON Alistair ;2019
SILVA Rafaella de Sousa;THOMSON Alistair ;2014
SILVEIRA NETO Adilio Luiz da;THOMSON Alistair ;2014
MERCES Filipe Santos das;THORNTON John K ;2018
ROCHA Cassio Bruno de Araujo;THORNTON John K ;2021
CARNEIRO Aílton José dos Santos;THORSTAD David;2017
DUARTE Daniel Vital Silva;THORSTAD David;2015
GONCALVES Mateus Henrique Siqueira;THORSTAD David;2022
RODRIGUES Rita de Cassia Colaco;THORSTAD David;2012
SILVA Claudio Roberto da;THORSTAD David;1998
SOUSA NETO Miguel Rodrigues de;THORSTAD David;2011
GODOY Fabricio Sparvoli;THUILLIER Jean-Paul ;2022
ROCHA Cassio Bruno de Araujo;THUILLIER Jean-Paul ;2021
SILVA Filipe Noe da;THUILLIER Jean-Paul ;2016
MARTINS Carla Cristina Siqueira;THÜRLER Djalma ;2020
SILVA Natanael de Freitas;THÜRLER Djalma ;2017
AGUIAR Juno Nedel Mendes de;TIBURI Márcia ;2020
CAVALHEIRO Leticia Campagnolo;TIBURI Márcia ;2020
FREITAS JR Renilson Pereira de;TIBURI Márcia ;2022
LINS Rivelynno da Costa;TIBURI Márcia ;2017
SOARES Anderson da Silva;TIBURI Márcia ;2016
SOUZA Mariana Barbosa;TIBURI Márcia ;2022
SILVA Claudielle Pavão da;TILLY Louise A ;2016
SOBRAL Thasio Fernandes;TILLY Louise A ;2019
GOMES Veronica de Jesus;TODOROV Tzvetan;2010
GONCALVES Mateus Henrique Siqueira;TODOROV Tzvetan;2022
MACHADO José Wellington de Oliveira Machado;TODOROV Tzvetan;2021
MONTEIRO Johnnatan David Bia;TODOROV Tzvetan;2017
NASCIMENTO Cicera Maria castro do;TODOROV Tzvetan;2021
NUNES Anderson Cruz;TODOROV Tzvetan;2017
OLIVEIRA JR Alcidesio de;TODOROV Tzvetan;2012
PETERS Carlos Eduardo Marotta;TODOROV Tzvetan;2010
REIS Rachel Correia Lima;TODOROV Tzvetan;2002
RIBAS Jorge Luiz Teixeira;TODOROV Tzvetan;2018
VIEIRA Kyara Maria de Almeida;TODOROV Tzvetan;2014
CARNEIRO Aílton José dos Santos;TOLEDO Caio Navarro;2017
SOUSA NETO Miguel Rodrigues de;TOLEDO Caio Navarro;2005
ARAÚJO João Diogo Trindade Cordeiro ;TOLEDO José Luiz Dutra;2018
GONCALVES Alisson;TOLEDO José Luiz Dutra;2022
BARRETO Juliano Bezerra de Menezes;TOLEDO Livia Gonçalves ;2020
QUEIROZ Marcos Tadeu Pereira de;TOLEDO Livia Gonçalves ;2019
JESUS Iara da Silva;TOLEDO Livia Gonçalves ;2019
AMORIM Graziele Regina de;TOMASI Julia Massucheti;2015
MARANHAO Du Flor Meinberg;TOMASI Julia Massucheti;2015
BRANDÃO Renata Rodrigues ;TONELI Maria Juracy Filgueiras;2015
CASTRO Alana Albuquerque de;TONELI Maria Juracy Filgueiras;2022
MARANHAO Du Flor Meinberg;TONELI Maria Juracy Filgueiras;2015
QUEIROZ Marcos Tadeu Pereira de;TONELI Maria Juracy Filgueiras;2019
BORTOLON Flavia ;TONELLI Bayard ;2020
SILVA Natanael de Freitas;TONELLI Bayard ;2017
ROCHA Cassio Bruno de Araujo;TONG Rosemarie ;2014
ROCHA Cassio Bruno de Araujo;TONG Rosemarie ;2021
MAIOR JR Paulo Roberto Souto;TORNQUIST Carmen Susana;2015
RIBAS Jorge Luiz Teixeira;TORNQUIST Carmen Susana;2018
VIANA JR Mario Martins;TORNQUIST Carmen Susana;2013
JESUS Iara da Silva;TORRÃO FILHO Amílcar;2019
DUARTE Daniel Vital Silva;TORRÃO FILHO Amílcar;2015
MARTINELLI Leonardo da Silva;TORRÃO FILHO Amílcar;2019
NICOLAU Marcio Almeida;TORRÃO FILHO Amílcar;2019
NUNES Kauan Amora;TORRÃO FILHO Amílcar;2019
RODRIGUES Rita de Cassia Colaco;TORRÃO FILHO Amílcar;2012
SILVA Redson dos Santos;TORRÃO FILHO Amílcar;2016
SOUZA Mariana Barbosa;TORRÃO FILHO Amílcar;2022
TOLEDO Eliza Teixeira de;TORRÃO FILHO Amílcar;2015
VIEIRA Kyara Maria de Almeida;TORRÃO FILHO Amílcar;2014
GOMES Mauricio Pereira;TORRES Ana Raquel Rosas ;2014
SILVEIRA Guilherme Pontes;TORRES Ana Raquel Rosas ;2021
GOMES Fabio da Silva;TORRES Marco Antonio;2018
MOTA Frederico Alves;TORRES Marco Antonio;2013
AFONSO Pablo Andrade;TORRES Nelson Maldonado;2022
LIMA Michele Pires;TORRES Nelson Maldonado;2021
MALINSKI Andre Americano;TORRES NETO Walter Lima;2019
NUNES Kauan Amora;TORRES NETO Walter Lima;2019
AGUIAR Juno Nedel Mendes de;TORTORICI Zeb;2020
PINTO Matheus Rodrigues;TORTORICI Zeb;2015
SANTOS Daniel Barbosa dos;TRABULSI José Antonio Dabdab;2009
SOUSA Luana Neres de;TRABULSI José Antonio Dabdab;2013
REIS Rachel Correia Lima;TRÉDÉ Monique ;2002
ROMERO Sheila R;TRÉDÉ Monique ;2008
AGUIAR JR Fernando Domingos de;TREVISAN João Silvério;2016
AGUIAR Juno Nedel Mendes de;TREVISAN João Silvério;2020
ALVES Edhilson Dantas;TREVISAN João Silvério;2021
ANDRADE Marciano Vieira;TREVISAN João Silvério;2015
ARAÚJO JR José Carlos;TREVISAN João Silvério;2006
ASSIS Eduardo Moreira;TREVISAN João Silvério;2011
AZEVEDO Ciro Linhares de;TREVISAN João Silvério;2015
BANDEIRA Marcio Leopoldo Gomes;TREVISAN João Silvério;2006
BATISTA Ana Cecilia Pereira;TREVISAN João Silvério;2021
BATISTA Leticia Emilia;TREVISAN João Silvério;2020
BELMONTE Pilar Rodriguez;TREVISAN João Silvério;2009
BORTOLON Flavia ;TREVISAN João Silvério;2020
BRANDÃO Renata Rodrigues ;TREVISAN João Silvério;2015
BRITO Alexandre Magno Maciel Costa e;TREVISAN João Silvério;2016
CARDOSO Max Wesley Santos;TREVISAN João Silvério;2021
CARNEIRO Aílton José dos Santos;TREVISAN João Silvério;2017
CARNEIRO Hugo;TREVISAN João Silvério;2021
CARVALHO Marilia Miranda Alves;TREVISAN João Silvério;2020
CARVALHO Mozart Matheus de Andrade;TREVISAN João Silvério;2022
CASTRO Alana Albuquerque de;TREVISAN João Silvério;2022
COSTA Gerferson Damasceno;TREVISAN João Silvério;2018
DALLASTA Rodrigo Bonatto;TREVISAN João Silvério;2021
DAVI Edmar Henrique D ;TREVISAN João Silvério;2004
